Item Code,Item Name,Total Projected Qty,Default Unit of Measure,Standard Selling Rate,Item Group,Auto Create Assets on Purchase,Minimum Order Qty,Allow Purchase
MAXI Project Report File Clear Front with Fastener,MAXI Project Report File Clear Front with Fastener,,,,All Item Groups,1,1,1
"MBR Bath washbasin unblocking & leak, head shower cleaning","MBR Bath washbasin unblocking & leak, head shower cleaning",,,,All Item Groups,1,1,1
"MBR Leak rectification, ceiling & AC service work","MBR Leak rectification, ceiling & AC service work",,,,All Item Groups,1,1,1
MBR light 2 Way switch provision work,MBR light 2 Way switch provision work,,,,All Item Groups,1,1,1
MBR Water heater Replacement Work,MBR Water heater Replacement Work,,,,All Item Groups,1,1,1
MCALPINE Anti Rodent Barrier ARB1,MCALPINE Anti Rodent Barrier ARB1,1,Pcs,60,All Item Groups,1,1,1
Mcalpine - Outlet Connector Straight WC,Mcalpine - Outlet Connector Straight WC,1,Nos,10.8,All Item Groups,1,1,1
MCB 1P C6A 6KA Schineider,MCB 1P C6A 6KA Schineider,1,Nos,10,All Item Groups,1,1,1
MCB 32A 2P C6000A 230V Schneider,MCB 32A 2P C6000A 230V Schneider,1,Nos,35,All Item Groups,1,1,1
MCB IC60N 1P 6A C 6KA,MCB IC60N 1P 6A C 6KA,1,Nos,12.44,All Item Groups,1,1,1
MCB IC60N 3P 63A 6KA,MCB IC60N 3P 63A 6KA,1,Nos,66.54,All Item Groups,1,1,1
MCB SP 20A 6KA ABB,MCB SP 20A 6KA ABB,7,Pcs,9.75,All Item Groups,1,1,1
MCB SP 32A 6KA ABB,MCB SP 32A 6KA ABB,9,Pcs,9.75,All Item Groups,1,1,1
MCB TP 25A 6KA ABB,MCB TP 25A 6KA ABB,3,Pcs,48,All Item Groups,1,1,1
MCB TP 40A 6KA ABB,MCB TP 40A 6KA ABB,1,Pcs,48,All Item Groups,1,1,1
MCB TP 63A 6KA ABB,MCB TP 63A 6KA ABB,1,Pcs,73,All Item Groups,1,1,1
MCB TP 80A 6KA,MCB TP 80A 6KA,1,Pcs,134,All Item Groups,1,1,1
MDF Board Commercial 4 x 8 x 4MM Malyasia,MDF Board Commercial 4 x 8 x 4MM Malyasia,,,,All Item Groups,1,1,1
MDF Board Commercial HMR 4 x 8 x 6MM TH,MDF Board Commercial HMR 4 x 8 x 6MM TH,,,,All Item Groups,1,1,1
MDF Boarded Commercial 4 x 8 x 5.5MM Malaysia,MDF Boarded Commercial 4 x 8 x 5.5MM Malaysia,,,,All Item Groups,1,1,1
MDF HMR 4 x 8 x 12MM Malyasia,MDF HMR 4 x 8 x 12MM Malyasia,,,,All Item Groups,1,1,1
MDF HMR 4 x 8 x 18MM Malyasia,MDF HMR 4 x 8 x 18MM Malyasia,,,,All Item Groups,1,1,1
MDF HMR 4x8x 5.5MM TH,MDF HMR 4x8x 5.5MM TH,,,,All Item Groups,1,1,1
MDF MLM 4 x 8 x 2.5MM White JS,MDF MLM 4 x 8 x 2.5MM White JS,,,,All Item Groups,1,1,1
MDF MLM BS 4 x 8 x 18MM HMR White TH,MDF MLM BS 4 x 8 x 18MM HMR White TH,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 12MM White TH,MDF MLM OS 4 x 8 x 12MM White TH,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 2.7MM White JS,MDF MLM OS 4 x 8 x 2.7MM White JS,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 5MM HMR White JS,MDF MLM OS 4 x 8 x 5MM HMR White JS,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 5MM White JS,MDF MLM OS 4 x 8 x 5MM White JS,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 6MM Whites TH,MDF MLM OS 4 x 8 x 6MM Whites TH,,,,All Item Groups,1,1,1
MDF MLM OS 4 x 8 x 9MM White JS,MDF MLM OS 4 x 8 x 9MM White JS,,,,All Item Groups,1,1,1
MDFMR Board Commercial 4 x8 x 18MM IN,MDFMR Board Commercial 4 x8 x 18MM IN,,,,All Item Groups,1,1,1
Media 323mst1ag-18crn1e Wall Mount,Media 323mst1ag-18crn1e Wall Mount,2,Nos,1557.14,All Item Groups,1,1,1
Medical Mattress 180x80x20CM,Medical Mattress 180x80x20CM,5,Nos,201,All Item Groups,1,1,1
Melamine MDF JURA Walnut 18mm,Melamine MDF JURA Walnut 18mm,20,Nos,94,All Item Groups,1,1,1
melamine o/s white oak quarter pressing,melamine o/s white oak quarter pressing,,,,All Item Groups,1,1,1
MEL Edge Band Walnut 50M,MEL Edge Band Walnut 50M,2,Nos,16,All Item Groups,1,1,1
MEL EDGE Band White 50M,MEL EDGE Band White 50M,,,,All Item Groups,1,1,1
MEL MDF White Satin 18mm 2S,MEL MDF White Satin 18mm 2S,,,,All Item Groups,1,1,1
MEP Service AMC Work,MEP Service AMC Work,,,,All Item Groups,1,1,1
MEP Service Non-Comprehensive AMC,MEP Service Non-Comprehensive AMC,,,,All Item Groups,1,1,1
MEP Shaft at roof & ceiling in GF washroom work,MEP Shaft at roof & ceiling in GF washroom work,,,,All Item Groups,1,1,1
Metal + Rubber Washer,Metal + Rubber Washer,35,Pcs,1,All Item Groups,1,1,1
MGT90Deg Hinges GT-101/Ssss/304,MGT90Deg Hinges GT-101/Ssss/304,2,Nos,40,All Item Groups,1,1,1
MGT Top Pivot MG-201 Pss/304,MGT Top Pivot MG-201 Pss/304,1,Pcs,7,All Item Groups,1,1,1
Micro Fiber Cloth,Micro Fiber Cloth,1,Set,20,All Item Groups,1,1,1
Miffor Screw CAp,Miffor Screw CAp,15,Nos,0.67,All Item Groups,1,1,1
Mikata Jigsaw 18MM,Mikata Jigsaw 18MM,1,Nos,315,All Item Groups,1,1,1
MILANO Deluxe Plus Shattaf Chrome,MILANO Deluxe Plus Shattaf Chrome,1,Nos,23.81,All Item Groups,1,1,1
Milano Florence CP Bottle Trap With Waste,Milano Florence CP Bottle Trap With Waste,1,Nos,52.38,All Item Groups,1,1,1
Milano Kenvo Shattaf Set,Milano Kenvo Shattaf Set,,,,All Item Groups,1,1,1
MILANO Push Type Long Pop Up Waste Without Over Flo,MILANO Push Type Long Pop Up Waste Without Over Flo,1,Nos,27.63,All Item Groups,1,1,1
Milano Wall Hung Wash Basin 565x470x380MM,Milano Wall Hung Wash Basin 565x470x380MM,1,Nos,170.48,All Item Groups,1,1,1
Miniature Circuit Breaker 3P,Miniature Circuit Breaker 3P,4,Nos,45,All Item Groups,1,1,1
Miniature Relay Schneider 4co 230V AC,Miniature Relay Schneider 4co 230V AC,8,Nos,18,All Item Groups,1,1,1
Mipa 1k Glass Primer,Mipa 1k Glass Primer,3,LTR,165,All Item Groups,1,1,1
Mipa 2K Mix Color,Mipa 2K Mix Color,7.5,LTR,114,All Item Groups,1,1,1
Mipa 2K Ms 25 Hardner Normal 1Ltr,Mipa 2K Ms 25 Hardner Normal 1Ltr,2,LTR,100,All Item Groups,1,1,1
Mipa 2K Ms 25 Hardner Normal 500Ml,Mipa 2K Ms 25 Hardner Normal 500Ml,4,Nos,50,All Item Groups,1,1,1
Mipa 2K Paint,Mipa 2K Paint,1,Kg,120,All Item Groups,1,1,1
Mipa 2k Thinner Normal 1L V25,Mipa 2k Thinner Normal 1L V25,2,LTR,45,All Item Groups,1,1,1
Mipa 2K Verduning 1L Kurz Fast V10,Mipa 2K Verduning 1L Kurz Fast V10,1,LTR,45,All Item Groups,1,1,1
Mipa EP 140-30 Epoxy Primer Mix,Mipa EP 140-30 Epoxy Primer Mix,7,Kg,45,All Item Groups,1,1,1
Mipa EP 905-05 2k EP Hardener,Mipa EP 905-05 2k EP Hardener,2.35,Kg,70,All Item Groups,1,1,1
Mipa Epoxy Hardener EP-975-25,Mipa Epoxy Hardener EP-975-25,1,Kg,100,All Item Groups,1,1,1
Mirror 60x40,Mirror 60x40,1,Nos,20,All Item Groups,1,1,1
Mirror Clip,Mirror Clip,1,Set,5,All Item Groups,1,1,1
Mirror Replacement Work,Mirror Replacement Work,,,,All Item Groups,1,1,1
Mirrror Adhesive,Mirrror Adhesive,3,Nos,30,All Item Groups,1,1,1
"MI Socket 1/2""","MI Socket 1/2""",1,Nos,3,All Item Groups,1,1,1
Mixer Machine,Mixer Machine,1,Nos,40,All Item Groups,1,1,1
Mix Paint - Generic,Mix Paint - Generic,22,Gln,45.52,All Item Groups,1,1,1
Mix Paint XR Kapci,Mix Paint XR Kapci,40,LTR,105,All Item Groups,1,1,1
MK ARIA 13A 2G SP Switch Socket,MK ARIA 13A 2G SP Switch Socket,3,Nos,30,All Item Groups,1,1,1
MK ARIA 20A 1G 1W DP Switch With Neon Gry,MK ARIA 20A 1G 1W DP Switch With Neon Gry,3,Nos,32.5,All Item Groups,1,1,1
MK ESS 10Ax 1 Gang 1 Way Switch Widerocker,MK ESS 10Ax 1 Gang 1 Way Switch Widerocker,1,Pcs,12,All Item Groups,1,1,1
MK ESS 13A 13A 2Gang DP Swiched International Socke,MK ESS 13A 13A 2Gang DP Swiched International Socke,10,Nos,28,All Item Groups,1,1,1
MK ESS 13A 2GANG SP Switched Sockwt MBK,MK ESS 13A 2GANG SP Switched Sockwt MBK,2,Nos,17,All Item Groups,1,1,1
MK Ess 1 Way Switch-Wide Rocker 10A 3G,MK Ess 1 Way Switch-Wide Rocker 10A 3G,,,,All Item Groups,1,1,1
MK Ess 2 Way Switch-wide rocker 10A 2G,MK Ess 2 Way Switch-wide rocker 10A 2G,,,,All Item Groups,1,1,1
MK Ess 2 Way Switch-wide rocker 10A 3G,MK Ess 2 Way Switch-wide rocker 10A 3G,,,,All Item Groups,1,1,1
MK ESS SP Switched Sockwt 2G 13A,MK ESS SP Switched Sockwt 2G 13A,,,,All Item Groups,1,1,1
MKINNERFLANGE 14-45-#224314-5,MKINNERFLANGE 14-45-#224314-5,1,Nos,10,All Item Groups,1,1,1
MK JIgsaw Blade No B22,MK JIgsaw Blade No B22,1,Pkt,14,All Item Groups,1,1,1
MK Router Bit Classic Panel 19 x 8MM #D11075,MK Router Bit Classic Panel 19 x 8MM #D11075,1,Nos,74,All Item Groups,1,1,1
MK Router Bit Flush Trim 9.5 x 6MM D12239,MK Router Bit Flush Trim 9.5 x 6MM D12239,2,Nos,33,All Item Groups,1,1,1
MK Router Bit Straight 10 x 6MM D13677,MK Router Bit Straight 10 x 6MM D13677,1,Nos,34,All Item Groups,1,1,1
MK Router Bit Straight 13 x 8MM D13568,MK Router Bit Straight 13 x 8MM D13568,1,Nos,26,All Item Groups,1,1,1
MK Switch For UT1400,MK Switch For UT1400,1,Nos,110,All Item Groups,1,1,1
Modification of SS Handle Cutting,Modification of SS Handle Cutting,,,,All Item Groups,1,1,1
Modifications and Installation of sink bottom and back shelf,Modifications and Installation of sink bottom and back shelf,,,,All Item Groups,1,1,1
Modi Led Dust Proof Bracket Light 4 Feet,Modi Led Dust Proof Bracket Light 4 Feet,2,Nos,22,All Item Groups,1,1,1
Molding for Ceiling,Molding for Ceiling,20,Pcs,9.5,All Item Groups,1,1,1
"Monkey Plier 10"" Stanley 84-110","Monkey Plier 10"" Stanley 84-110",3,Nos,28,All Item Groups,1,1,1
Montage Kit,Montage Kit,,,,All Item Groups,1,1,1
Mortise Sash Lock Lock 60MM Backset 72MM,Mortise Sash Lock Lock 60MM Backset 72MM,2,Nos,70,All Item Groups,1,1,1
Mosic,Mosic,30,Pcs,6.67,All Item Groups,1,1,1
Motor Blower 103B-50185-8Q D/S Euro Italy,Motor Blower 103B-50185-8Q D/S Euro Italy,1,Nos,380,All Item Groups,1,1,1
Motor Blower BA24001,Motor Blower BA24001,1,Nos,410,All Item Groups,1,1,1
Motor Cond YDK60A 60W,Motor Cond YDK60A 60W,2,Nos,130,All Item Groups,1,1,1
Move In and Various Work,Move In and Various Work,,,,All Item Groups,1,1,1
Move in Sang Work,Move in Sang Work,,,,All Item Groups,1,1,1
Move in snag work,Move in snag work,,,,All Item Groups,1,1,1
Move Out Sang Work,Move Out Sang Work,,,,All Item Groups,1,1,1
MR16 GU10 Led Bulb Osram 5W,MR16 GU10 Led Bulb Osram 5W,1,Nos,19,All Item Groups,1,1,1
MR16 GU10 Led Bulb Osram 7.5W WDAl OS Dim 2700,MR16 GU10 Led Bulb Osram 7.5W WDAl OS Dim 2700,3,Nos,19,All Item Groups,1,1,1
MR Gypsum Board 12.5 x 1.2,MR Gypsum Board 12.5 x 1.2,,,,All Item Groups,1,1,1
MR MDF 4x8 Thailand 18MM,MR MDF 4x8 Thailand 18MM,,,,All Item Groups,1,1,1
MR MDF 4x8 Thailand 9MM,MR MDF 4x8 Thailand 9MM,,,,All Item Groups,1,1,1
MS Angle 25x25x4MM,MS Angle 25x25x4MM,2,Pcs,32,All Item Groups,1,1,1
MS Angle 40x40x5MM,MS Angle 40x40x5MM,10,Pcs,42.17,All Item Groups,1,1,1
MS Angle 50x50x4MM,MS Angle 50x50x4MM,7,Pcs,47.95,All Item Groups,1,1,1
Ms Angle 50x50x5MM,Ms Angle 50x50x5MM,4,Pcs,65,All Item Groups,1,1,1
MS ANGLE 60x60x5MM,MS ANGLE 60x60x5MM,5,Pcs,70,All Item Groups,1,1,1
Ms Channel 100x50x5MM,Ms Channel 100x50x5MM,3,Pcs,155,All Item Groups,1,1,1
MS Channel 75x40x5MM,MS Channel 75x40x5MM,4,Pcs,115,All Item Groups,1,1,1
MS Cheq Plate 4x8x3MM,MS Cheq Plate 4x8x3MM,2,Nos,185,All Item Groups,1,1,1
"MS Drain Plugs 1/2"" BSPT","MS Drain Plugs 1/2"" BSPT",1,Nos,10,All Item Groups,1,1,1
"MS Drain Plugs 1/2"" NPT","MS Drain Plugs 1/2"" NPT",1,Nos,10,All Item Groups,1,1,1
"MS Drain Plugs 1/4"" BSPT","MS Drain Plugs 1/4"" BSPT",1,Nos,6.5,All Item Groups,1,1,1
"MS Drain Plugs 1/4""NPT","MS Drain Plugs 1/4""NPT",1,Nos,6.5,All Item Groups,1,1,1
MS Drain Plugs M/M Fine M12x1.5,MS Drain Plugs M/M Fine M12x1.5,1,Nos,8.5,All Item Groups,1,1,1
MS Drain Plugs M/M Fine M-14x1.5,MS Drain Plugs M/M Fine M-14x1.5,1,Nos,10,All Item Groups,1,1,1
M Seal,M Seal,6,Pkt,3.92,All Item Groups,1,1,1
M Seal 100GM,M Seal 100GM,15,Pcs,4.87,All Item Groups,1,1,1
MS Flat Bar 25x4MM,MS Flat Bar 25x4MM,2,Pcs,16,All Item Groups,1,1,1
MS Flat Bar 40x4.5MM,MS Flat Bar 40x4.5MM,2,Pcs,25,All Item Groups,1,1,1
Ms Flat Bar 50x4.5MM,Ms Flat Bar 50x4.5MM,2,Pcs,31,All Item Groups,1,1,1
"MS Hinges 4""","MS Hinges 4""",4,Nos,2,All Item Groups,1,1,1
MS I BEAm 140 x 73 x 6MTR,MS I BEAm 140 x 73 x 6MTR,9,Pcs,170,All Item Groups,1,1,1
MS TUBE 25 x 25 x 3MM,MS TUBE 25 x 25 x 3MM,,,,All Item Groups,1,1,1
MS Tube 30x30x3MM,MS Tube 30x30x3MM,6,Pcs,45,All Item Groups,1,1,1
MS Tube 40x20x3MM,MS Tube 40x20x3MM,6,Pcs,45,All Item Groups,1,1,1
MS Tube 40x40x3MM,MS Tube 40x40x3MM,4,Pcs,55,All Item Groups,1,1,1
MS Tube 50x25x2MM,MS Tube 50x25x2MM,2,Pcs,45,All Item Groups,1,1,1
MS TUBE 50 x 25 x 3MM,MS TUBE 50 x 25 x 3MM,2,Nos,55,All Item Groups,1,1,1
MS TUBE 50x50x2MM,MS TUBE 50x50x2MM,,,,All Item Groups,1,1,1
MS Tube 50x50x3MM,MS Tube 50x50x3MM,9,Pcs,70.44,All Item Groups,1,1,1
MS Tube 60x30x3MM,MS Tube 60x30x3MM,2,Pcs,65,All Item Groups,1,1,1
Mulano WC 2062 Pro P Trap,Mulano WC 2062 Pro P Trap,1,Nos,452.38,All Item Groups,1,1,1
Mulmul Big,Mulmul Big,2,Pcs,16,All Item Groups,1,1,1
Mulmul Small,Mulmul Small,5,Pcs,5,All Item Groups,1,1,1
MX2 Glue 20ML,MX2 Glue 20ML,,,,All Item Groups,1,1,1
National Grey Oxide Primer,National Grey Oxide Primer,1,Nos,45,All Item Groups,1,1,1
National Polyster Putty +Hardner,National Polyster Putty +Hardner,1,Nos,20,All Item Groups,1,1,1
NAt NC Putty Grey 1Ltr,NAt NC Putty Grey 1Ltr,1,LTR,22,All Item Groups,1,1,1
NAt NC Putty White 1Ltr,NAt NC Putty White 1Ltr,1,LTR,20,All Item Groups,1,1,1
Nat Paint Remover 4Ltr,Nat Paint Remover 4Ltr,1,Nos,60,All Item Groups,1,1,1
Nat Red Oxide Primer 3.6Lt,Nat Red Oxide Primer 3.6Lt,2,Gln,35,All Item Groups,1,1,1
Navona Honey Vein 60x120cm 9MM R10,Navona Honey Vein 60x120cm 9MM R10,1.44,Sqm,160,All Item Groups,1,1,1
NCI CAble 6MM 1Core Blue,NCI CAble 6MM 1Core Blue,1,Roll,200,All Item Groups,1,1,1
NCI Cable 6MM 1 Core Red,NCI Cable 6MM 1 Core Red,1,Roll,200,All Item Groups,1,1,1
NCI Cable 6MM 1 Core Yellow,NCI Cable 6MM 1 Core Yellow,1,Roll,200,All Item Groups,1,1,1
NCI Cable 6MM 1 Core Y/G,NCI Cable 6MM 1 Core Y/G,1,Roll,200,All Item Groups,1,1,1
NCI Cable 6MM  Core Black,NCI Cable 6MM  Core Black,1,Roll,200,All Item Groups,1,1,1
NC Sanding Sealer Clear #021 (18LTR),NC Sanding Sealer Clear #021 (18LTR),1,Nos,204,All Item Groups,1,1,1
NC Sanding Sealer Clear #021 (3.5Ltr),NC Sanding Sealer Clear #021 (3.5Ltr),4,LTR,40.91,All Item Groups,1,1,1
NC Thinner (Gln) #115,NC Thinner (Gln) #115,5,Nos,34.45,All Item Groups,1,1,1
Neutral Link 10 Way,Neutral Link 10 Way,15,Pcs,3,All Item Groups,1,1,1
Nickel Silver Cut Keys Control Keys,Nickel Silver Cut Keys Control Keys,8,Nos,9.52,All Item Groups,1,1,1
"Nipple 1/2"" CP","Nipple 1/2"" CP",2,Pcs,2.5,All Item Groups,1,1,1
"Nipple 3/4"" CP","Nipple 3/4"" CP",2,Pcs,3,All Item Groups,1,1,1
Nitroge Hose 20Ft Parker USA,Nitroge Hose 20Ft Parker USA,1,Roll,170,All Item Groups,1,1,1
Nitrogen Gas,Nitrogen Gas,2,Nos,257.5,All Item Groups,1,1,1
NL Boxed 1.5In Hose 12MM,NL Boxed 1.5In Hose 12MM,1,Nos,120,All Item Groups,1,1,1
NMC Refill Cartridges For ISF,NMC Refill Cartridges For ISF,2,Nos,199,All Item Groups,1,1,1
No Contact Schneider,No Contact Schneider,4,Nos,10,All Item Groups,1,1,1
"Novex PVC Grill 6"" NV-FS6","Novex PVC Grill 6"" NV-FS6",1,Nos,18,All Item Groups,1,1,1
"NRV Pegler 11/4""","NRV Pegler 11/4""",,,,All Item Groups,1,1,1
Nut Driver 10MM,Nut Driver 10MM,4,Pcs,2.88,All Item Groups,1,1,1
NUT G.1-8MM,NUT G.1-8MM,,,,All Item Groups,1,1,1
Nylon Gland Giffex White Pg-13.5,Nylon Gland Giffex White Pg-13.5,24,Nos,1.5,All Item Groups,1,1,1
Nylon Mesh Filter,Nylon Mesh Filter,5,Nos,33.06,All Item Groups,1,1,1
OLFA Kinef Cutter Blade 18MM LB-10,OLFA Kinef Cutter Blade 18MM LB-10,1,Box,65,All Item Groups,1,1,1
ONK 10MM Terminal Block Grey,ONK 10MM Terminal Block Grey,30,Nos,1.5,All Item Groups,1,1,1
ONK 16MM Terminal Block Grey,ONK 16MM Terminal Block Grey,52,Nos,2.79,All Item Groups,1,1,1
ONK 35MM Terminal Block Grey,ONK 35MM Terminal Block Grey,24,Nos,3,All Item Groups,1,1,1
ONK 6mm Terminal Block Grey,ONK 6mm Terminal Block Grey,30,Nos,0.85,All Item Groups,1,1,1
Orchid Edge Band - PVC Shale - Super Matt 0.8x22,Orchid Edge Band - PVC Shale - Super Matt 0.8x22,200,Lgth,1.2,All Item Groups,1,1,1
Oval Tube Bracket H44MM,Oval Tube Bracket H44MM,2,Nos,1,All Item Groups,1,1,1
Oven repair work,Oven repair work,,,,All Item Groups,1,1,1
Oventrop Actuator 24V 0-10V,Oventrop Actuator 24V 0-10V,4,Nos,475,All Item Groups,1,1,1
Over Load Relay 4-6A,Over Load Relay 4-6A,2,Nos,53.79,All Item Groups,1,1,1
Oxygen Cylinder With Gas,Oxygen Cylinder With Gas,1,Nos,450,All Item Groups,1,1,1
Padlock 32MM,Padlock 32MM,1,Nos,6,All Item Groups,1,1,1
Pad Lock 75MM Oxford,Pad Lock 75MM Oxford,1,Nos,22,All Item Groups,1,1,1
Pad Lock Oxford 38MM,Pad Lock Oxford 38MM,2,Pcs,16.5,All Item Groups,1,1,1
"Paint Brush 1"" Tower","Paint Brush 1"" Tower",4,Nos,4.13,All Item Groups,1,1,1
"Paint Brush 11/2""","Paint Brush 11/2""",1,Nos,4,All Item Groups,1,1,1
"Paint Brush 2""","Paint Brush 2""",16,Nos,5.06,All Item Groups,1,1,1
"Paint Brush 2"" Tower","Paint Brush 2"" Tower",5,Nos,6.2,All Item Groups,1,1,1
Paint Coating,Paint Coating,54,Nos,17.72,All Item Groups,1,1,1
Paint Filter Paper,Paint Filter Paper,5,Nos,0.95,All Item Groups,1,1,1
Painting & AC Servicing,Painting & AC Servicing,,,,All Item Groups,1,1,1
Painting and plastering work,Painting and plastering work,,,,All Item Groups,1,1,1
Painting for the area (Photo 1),Painting for the area (Photo 1),,,,All Item Groups,1,1,1
Painting work,Painting work,,,,All Item Groups,1,1,1
Paint Refill,Paint Refill,60,Pcs,2.43,All Item Groups,1,1,1
"Paint Roller 9""Handle","Paint Roller 9""Handle",1,Nos,8,All Item Groups,1,1,1
"Paint Roller 9""Handle Only","Paint Roller 9""Handle Only",1,Nos,4,All Item Groups,1,1,1
"Paint Roller Sleeve 4"" Tower","Paint Roller Sleeve 4"" Tower",12,Pkt,16.25,All Item Groups,1,1,1
Paint Tray Small Yellow,Paint Tray Small Yellow,2,Nos,7,All Item Groups,1,1,1
Panasonic Battery AA Size,Panasonic Battery AA Size,8,Pcs,1.5,All Item Groups,1,1,1
Panel o/s recon 160 veneer,Panel o/s recon 160 veneer,,,,All Item Groups,1,1,1
Panel o/s sanding O/S backing 125*125,Panel o/s sanding O/S backing 125*125,,,,All Item Groups,1,1,1
Panel o/s sanding O/S grey ellm o/s backing 11*125,Panel o/s sanding O/S grey ellm o/s backing 11*125,,,,All Item Groups,1,1,1
Panel o/s sanding o/s grey ellm o/s backing 31*125,Panel o/s sanding o/s grey ellm o/s backing 31*125,,,,All Item Groups,1,1,1
Panel Wire RR 105 Deg 25MM Mtr,Panel Wire RR 105 Deg 25MM Mtr,4,Mtr,12,All Item Groups,1,1,1
Panel Wire RR 105 Deg 35mm (Mtr,Panel Wire RR 105 Deg 35mm (Mtr,4,Mtr,16,All Item Groups,1,1,1
Panel Wire RR Black 105deg 0.75MM,Panel Wire RR Black 105deg 0.75MM,2,Roll,40,All Item Groups,1,1,1
Panel Wire RR Black 105deg 6mm Mtr,Panel Wire RR Black 105deg 6mm Mtr,2,Mtr,3,All Item Groups,1,1,1
Panel Wire RR Red 105deg 6MM Mtr,Panel Wire RR Red 105deg 6MM Mtr,12,Mtr,3.25,All Item Groups,1,1,1
Panel wood Red oak crown O/S backing,Panel wood Red oak crown O/S backing,,,,All Item Groups,1,1,1
Paper Roll 12KG,Paper Roll 12KG,2,Roll,33,All Item Groups,1,1,1
Parachuit Oil,Parachuit Oil,1,Nos,5.71,All Item Groups,1,1,1
Particle Board 1220 X2440 x 44MM,Particle Board 1220 X2440 x 44MM,,,,All Item Groups,1,1,1
Patch fitting Sceline Cel 200 top,Patch fitting Sceline Cel 200 top,1,Nos,19.5,All Item Groups,1,1,1
Patch Fitting Sceline Cel 9124 Top,Patch Fitting Sceline Cel 9124 Top,1,Nos,7.83,All Item Groups,1,1,1
Patio Chair epoxy coating work,Patio Chair epoxy coating work,,,,All Item Groups,1,1,1
Pattex Silicon Ft 101 Clear,Pattex Silicon Ft 101 Clear,1,Pcs,27,All Item Groups,1,1,1
Paving Block Work,Paving Block Work,,,,All Item Groups,1,1,1
"Pegler Gate Valve 1/2""","Pegler Gate Valve 1/2""",1,Nos,25,All Item Groups,1,1,1
Pelmet Work as per Quotation Ref: ET-QTN24-1972-00,Pelmet Work as per Quotation Ref: ET-QTN24-1972-00,,,,All Item Groups,1,1,1
Permantmarker,Permantmarker,1,Nos,1,All Item Groups,1,1,1
PE-Sheet 3.60x11x500G (Blue),PE-Sheet 3.60x11x500G (Blue),,,,All Item Groups,1,1,1
Pest Control Services,Pest Control Services,2,Nos,234.29,All Item Groups,1,1,1
PG Gland 13.5MM,PG Gland 13.5MM,3,Nos,0.45,All Item Groups,1,1,1
"Photo Clip 1""","Photo Clip 1""",,,,All Item Groups,1,1,1
"Photo Enhance and Print, Frame","Photo Enhance and Print, Frame",,,,All Item Groups,1,1,1
Photo Frame Installation Work,Photo Frame Installation Work,,,,All Item Groups,1,1,1
Photo Framing and Delivery,Photo Framing and Delivery,2,Nos,1230,All Item Groups,1,1,1
Photo Framing & delivery,Photo Framing & delivery,,,,All Item Groups,1,1,1
Photo hanging,Photo hanging,,,,All Item Groups,1,1,1
Piano Hinges 16+16x1.0mm 1.8m SS304 Pol,Piano Hinges 16+16x1.0mm 1.8m SS304 Pol,2,Nos,60,All Item Groups,1,1,1
Piano Hingles 16+16x1.0mm 1.8m SS304 Pol,Piano Hingles 16+16x1.0mm 1.8m SS304 Pol,1,Nos,60,All Item Groups,1,1,1
Pick and drop of four shelves,Pick and drop of four shelves,,,,All Item Groups,1,1,1
Pigeon SDS Drill Bit 6x160MM,Pigeon SDS Drill Bit 6x160MM,1,Nos,7,All Item Groups,1,1,1
Pigeon SDS+Flat Chesil 14x250,Pigeon SDS+Flat Chesil 14x250,,,,All Item Groups,1,1,1
Pine Crown O/S Backing Pressing,Pine Crown O/S Backing Pressing,,,,All Item Groups,1,1,1
Pipe Damage Repair Work,Pipe Damage Repair Work,,,,All Item Groups,1,1,1
Pipe Gi 20mm x 3.75m,Pipe Gi 20mm x 3.75m,,,,All Item Groups,1,1,1
PIR DIFFUSER BOX 300x300x300L 20 MM,PIR DIFFUSER BOX 300x300x300L 20 MM,,,,All Item Groups,1,1,1
Planiseal 88 White Bags,Planiseal 88 White Bags,2,Pcs,92,All Item Groups,1,1,1
Plastic U Clamp,Plastic U Clamp,10,Nos,8.5,All Item Groups,1,1,1
Plast. Scrapper,Plast. Scrapper,1,Nos,4.75,All Item Groups,1,1,1
Ploythenesheet 1000G,Ploythenesheet 1000G,1,Roll,25,All Item Groups,1,1,1
PLug Top 15amp,PLug Top 15amp,1,Nos,5,All Item Groups,1,1,1
Pneumatic Hose 10MM Clear,Pneumatic Hose 10MM Clear,2,Mtr,7.5,All Item Groups,1,1,1
Pneumatic Hose 8MM Clear,Pneumatic Hose 8MM Clear,2,Nos,5,All Item Groups,1,1,1
Pnumatic Male Elbow 8MM x 1/2,Pnumatic Male Elbow 8MM x 1/2,1,Pcs,5,All Item Groups,1,1,1
Pnumatic Socket  8mm X1/2,Pnumatic Socket  8mm X1/2,3,Pcs,5,All Item Groups,1,1,1
Pocket Tester,Pocket Tester,6,Pcs,4.33,All Item Groups,1,1,1
Polisher Electic 1200w,Polisher Electic 1200w,,,,All Item Groups,1,1,1
Polycorbanate Sheer (Brown) Soild Plain 3mmX2Mx3M,Polycorbanate Sheer (Brown) Soild Plain 3mmX2Mx3M,1,Nos,430,All Item Groups,1,1,1
